,Message,Timestamp,Geometry,name,lock_resource,lock_container,queue_a,queue_b,entry_a,entry_b,lock_id
49,464616 leaves lock,2023-12-28 15:25:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,True,False,1288616
50,1500941 enters lock,2023-12-29 02:27:55.697852,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
51,Closes entry A,2023-12-29 02:28:17.474655,,1288616,1,0,0,0,True,False,1288616
52,Opens entry B,2023-12-29 02:58:17.474655,,1288616,1,0,0,0,False,True,1288616
53,1500941 leaves lock,2023-12-29 02:58:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
54,1500941 enters lock,2023-12-29 02:58:45.151885,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
55,1500941 leaves lock,2023-12-29 03:30:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,True,False,1288616
56,Closes entry A,2023-12-29 21:29:17.474655,,1288616,0,0,0,1,True,False,1288616
57,Opens entry B,2023-12-29 21:59:17.474655,,1288616,0,0,0,1,False,True,1288616
58,211232 enters lock,2023-12-29 21:59:21.994094,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
59,211232 leaves lock,2023-12-29 22:31:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,True,False,1288616
60,211232 enters lock,2023-12-29 22:31:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
61,Closes entry A,2023-12-29 22:33:17.474655,,1288616,1,0,0,0,True,False,1288616
62,Opens entry B,2023-12-29 23:03:17.474655,,1288616,1,0,0,0,False,True,1288616
63,211232 leaves lock,2023-12-29 23:03:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
64,139553 enters lock,2024-01-01 13:16:11.994094,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,False,True,1288616
65,139553 leaves lock,2024-01-01 13:46:17.474655,POINT (7.005211008869847 51.66291997727664),1288616,1,0,0,0,True,False,1288616
66,139553 enters lock,2024-01-01 13:46:45.151885,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,True,False,1288616
67,Closes entry A,2024-01-01 13:48:17.474655,,1288616,1,0,0,0,True,False,1288616
68,Opens entry B,2024-01-01 14:18:17.474655,,1288616,1,0,0,0,False,True,1288616
69,139553 leaves lock,2024-01-01 14:18:17.474655,POINT (7.004811010438302 51.66292109743808),1288616,1,0,0,0,False,True,1288616
0,Closes entry A,2023-12-25 13:55:06.409692,,9305,0,0,0,1,True,False,9305
1,Opens entry B,2023-12-25 14:25:06.409692,,9305,0,0,0,1,False,True,9305
2,1779687 enters lock,2023-12-25 14:25:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
3,1779687 leaves lock,2023-12-25 14:57:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
4,Closes entry A,2023-12-25 17:25:06.409692,,9305,0,0,0,1,True,False,9305
5,Opens entry B,2023-12-25 17:55:06.409692,,9305,0,0,0,1,False,True,9305
6,1046675 enters lock,2023-12-25 17:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
7,1046675 leaves lock,2023-12-25 18:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
8,Closes entry A,2023-12-25 18:29:06.409692,,9305,0,0,0,1,True,False,9305
9,Opens entry B,2023-12-25 18:59:06.409692,,9305,0,0,0,1,False,True,9305
10,1950006 enters lock,2023-12-25 18:59:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
11,1950006 leaves lock,2023-12-25 19:31:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
12,Closes entry A,2023-12-25 20:25:06.409692,,9305,0,0,0,2,True,False,9305
13,Opens entry B,2023-12-25 20:55:06.409692,,9305,0,0,0,2,False,True,9305
14,647517 enters lock,2023-12-25 20:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,2,0,0,0,False,True,9305
15,1647172 enters lock,2023-12-25 20:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,2,0,0,0,False,True,9305
16,647517 leaves lock,2023-12-25 21:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,2,0,0,0,True,False,9305
17,1647172 leaves lock,2023-12-25 21:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
18,Closes entry A,2023-12-25 21:29:06.409692,,9305,0,0,0,1,True,False,9305
19,Opens entry B,2023-12-25 21:59:06.409692,,9305,0,0,0,1,False,True,9305
20,1742300 enters lock,2023-12-25 21:59:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
21,1742300 leaves lock,2023-12-25 22:31:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
22,Closes entry A,2023-12-25 22:33:06.409692,,9305,0,0,0,2,True,False,9305
23,Opens entry B,2023-12-25 23:03:06.409692,,9305,0,0,0,2,False,True,9305
24,239315 enters lock,2023-12-25 23:03:06.409692,POINT (4.231040493931508 51.44808076693934),9305,2,0,0,0,False,True,9305
25,457564 enters lock,2023-12-25 23:03:06.409692,POINT (4.231040493931508 51.44808076693934),9305,2,0,0,0,False,True,9305
26,239315 leaves lock,2023-12-25 23:35:06.409692,POINT (4.231040493931508 51.44808076693934),9305,2,0,0,0,True,False,9305
27,457564 leaves lock,2023-12-25 23:35:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
28,Closes entry A,2023-12-26 01:25:06.409692,,9305,0,0,0,1,True,False,9305
29,Opens entry B,2023-12-26 01:55:06.409692,,9305,0,0,0,1,False,True,9305
30,2061609 enters lock,2023-12-26 01:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
31,2061609 leaves lock,2023-12-26 02:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
32,Closes entry A,2023-12-26 04:25:06.409692,,9305,0,0,0,1,True,False,9305
33,Opens entry B,2023-12-26 04:55:06.409692,,9305,0,0,0,1,False,True,9305
34,2033644 enters lock,2023-12-26 04:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
35,2033644 leaves lock,2023-12-26 05:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
36,Closes entry A,2023-12-26 05:29:06.409692,,9305,0,0,0,1,True,False,9305
37,Opens entry B,2023-12-26 05:59:06.409692,,9305,0,0,0,1,False,True,9305
38,876766 enters lock,2023-12-26 05:59:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
39,876766 leaves lock,2023-12-26 06:31:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
40,Closes entry A,2023-12-26 07:25:06.409692,,9305,0,0,0,1,True,False,9305
41,Opens entry B,2023-12-26 07:55:06.409692,,9305,0,0,0,1,False,True,9305
42,1308697 enters lock,2023-12-26 07:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
43,1308697 leaves lock,2023-12-26 08:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
44,Closes entry A,2023-12-26 12:25:06.409692,,9305,0,0,0,1,True,False,9305
45,Opens entry B,2023-12-26 12:55:06.409692,,9305,0,0,0,1,False,True,9305
46,1779688 enters lock,2023-12-26 12:55:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,False,True,9305
47,1779688 leaves lock,2023-12-26 13:27:06.409692,POINT (4.231040493931508 51.44808076693934),9305,1,0,0,0,True,False,9305
48,2145169 enters lock,2023-12-27 22:35:52.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
49,Closes entry A,2023-12-27 22:36:06.409692,,9305,1,0,0,0,True,False,9305
50,Opens entry B,2023-12-27 23:06:06.409692,,9305,1,0,0,0,False,True,9305
51,2145169 leaves lock,2023-12-27 23:06:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
52,1102026 enters lock,2023-12-28 17:27:12.969756,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,True,False,9305
53,693954 enters lock,2023-12-28 17:27:12.969756,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,True,False,9305
54,Closes entry A,2023-12-28 17:29:06.409692,,9305,2,0,0,0,True,False,9305
55,Opens entry B,2023-12-28 17:59:06.409692,,9305,2,0,0,0,False,True,9305
56,1102026 leaves lock,2023-12-28 17:59:06.409692,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,False,True,9305
57,693954 leaves lock,2023-12-28 17:59:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
58,2337674 enters lock,2023-12-28 20:27:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
59,Closes entry A,2023-12-28 20:29:06.409692,,9305,1,0,0,0,True,False,9305
60,Opens entry B,2023-12-28 20:59:06.409692,,9305,1,0,0,0,False,True,9305
61,2337674 leaves lock,2023-12-28 20:59:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
62,1772694 enters lock,2023-12-28 21:31:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
63,Closes entry A,2023-12-28 21:33:06.409692,,9305,1,0,0,0,True,False,9305
64,Opens entry B,2023-12-28 22:03:06.409692,,9305,1,0,0,0,False,True,9305
65,1772694 leaves lock,2023-12-28 22:03:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
66,476297 enters lock,2023-12-29 10:02:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
67,Closes entry A,2023-12-29 10:04:06.409692,,9305,1,0,0,0,True,False,9305
68,Opens entry B,2023-12-29 10:34:06.409692,,9305,1,0,0,0,False,True,9305
69,476297 leaves lock,2023-12-29 10:34:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
70,978878 enters lock,2023-12-29 22:47:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
71,Closes entry A,2023-12-29 22:49:06.409692,,9305,1,0,0,0,True,False,9305
72,Opens entry B,2023-12-29 23:19:06.409692,,9305,1,0,0,0,False,True,9305
73,978878 leaves lock,2023-12-29 23:19:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
74,2419047 enters lock,2023-12-29 23:51:12.969756,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,True,False,9305
75,1882648 enters lock,2023-12-29 23:51:12.969756,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,True,False,9305
76,Closes entry A,2023-12-29 23:53:06.409692,,9305,2,0,0,0,True,False,9305
77,Opens entry B,2023-12-30 00:23:06.409692,,9305,2,0,0,0,False,True,9305
78,2419047 leaves lock,2023-12-30 00:23:06.409692,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,False,True,9305
79,1882648 leaves lock,2023-12-30 00:23:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
80,2391346 enters lock,2023-12-30 20:22:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
81,Closes entry A,2023-12-30 20:24:06.409692,,9305,1,0,0,0,True,False,9305
82,Opens entry B,2023-12-30 20:54:06.409692,,9305,1,0,0,0,False,True,9305
83,2391346 leaves lock,2023-12-30 20:54:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
84,939224 enters lock,2024-01-01 20:32:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
85,Closes entry A,2024-01-01 20:34:06.409692,,9305,1,0,0,0,True,False,9305
86,Opens entry B,2024-01-01 21:04:06.409692,,9305,1,0,0,0,False,True,9305
87,939224 leaves lock,2024-01-01 21:04:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
88,536410 enters lock,2024-01-01 21:36:12.969756,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,True,False,9305
89,934524 enters lock,2024-01-01 21:36:12.969756,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,True,False,9305
90,Closes entry A,2024-01-01 21:38:06.409692,,9305,2,0,0,0,True,False,9305
91,Opens entry B,2024-01-01 22:08:06.409692,,9305,2,0,0,0,False,True,9305
92,536410 leaves lock,2024-01-01 22:08:06.409692,POINT (4.230961468281362 51.44847288292552),9305,2,0,0,0,False,True,9305
93,934524 leaves lock,2024-01-01 22:08:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
94,1473255 enters lock,2024-01-01 22:40:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
95,Closes entry A,2024-01-01 22:42:06.409692,,9305,1,0,0,0,True,False,9305
96,Opens entry B,2024-01-01 23:12:06.409692,,9305,1,0,0,0,False,True,9305
97,1473255 leaves lock,2024-01-01 23:12:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
98,2382082 enters lock,2024-01-02 06:43:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
99,Closes entry A,2024-01-02 06:45:06.409692,,9305,1,0,0,0,True,False,9305
100,Opens entry B,2024-01-02 07:15:06.409692,,9305,1,0,0,0,False,True,9305
101,2382082 leaves lock,2024-01-02 07:15:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
102,241611 enters lock,2024-01-03 09:25:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
103,Closes entry A,2024-01-03 09:27:06.409692,,9305,1,0,0,0,True,False,9305
104,Opens entry B,2024-01-03 09:57:06.409692,,9305,1,0,0,0,False,True,9305
105,241611 leaves lock,2024-01-03 09:57:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
106,139553 enters lock,2024-01-04 22:18:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
107,Closes entry A,2024-01-04 22:20:06.409692,,9305,1,0,0,0,True,False,9305
108,Opens entry B,2024-01-04 22:50:06.409692,,9305,1,0,0,0,False,True,9305
109,139553 leaves lock,2024-01-04 22:50:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
110,663922 enters lock,2024-01-05 05:16:12.969756,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,True,False,9305
111,Closes entry A,2024-01-05 05:18:06.409692,,9305,1,0,0,0,True,False,9305
112,Opens entry B,2024-01-05 05:48:06.409692,,9305,1,0,0,0,False,True,9305
113,663922 leaves lock,2024-01-05 05:48:06.409692,POINT (4.230961468281362 51.44847288292552),9305,1,0,0,0,False,True,9305
0,Closes entry A,2023-12-25 14:08:06.548381,,1293297,0,0,0,1,True,False,1293297
1,Opens entry B,2023-12-25 14:38:06.548381,,1293297,0,0,0,1,False,True,1293297
2,934524 enters lock,2023-12-25 14:38:06.548381,POINT (8.727098640198701 50.107853282428145),1293297,1,0,0,0,False,True,1293297
3,934524 leaves lock,2023-12-25 15:10:06.548381,POINT (8.727098640198701 50.107853282428145),1293297,1,0,2,0,True,False,1293297
4,2003602 enters lock,2023-12-25 15:10:15.125258,POINT (8.72670225270478 50.107800066620094),1293297,2,0,0,0,True,False,1293297
5,2193858 enters lock,2023-12-25 15:10:15.125258,POINT (8.72670225270478 50.107800066620094),1293297,2,0,0,0,True,False,1293297
6,Closes entry A,2023-12-25 15:12:06.548381,,1293297,2,0,1,0,True,False,1293297
7,Opens entry B,2023-12-25 15:42:06.548381,,1293297,2,0,1,0,False,True,1293297
8,2003602 leaves lock,2023-12-25 15:42:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,2,0,1,0,False,True,1293297
9,2193858 leaves lock,2023-12-25 15:42:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,1,0,1,0,False,True,1293297
10,939224 enters lock,2023-12-25 16:14:15.125258,POINT (8.72670225270478 50.107800066620094),1293297,2,0,1,0,True,False,1293297
11,2003603 enters lock,2023-12-25 16:14:15.125258,POINT (8.72670225270478 50.107800066620094),1293297,2,0,1,0,True,False,1293297
12,Closes entry A,2023-12-25 16:16:06.548381,,1293297,2,0,1,0,True,False,1293297
13,Opens entry B,2023-12-25 16:46:06.548381,,1293297,2,0,1,0,False,True,1293297
14,939224 leaves lock,2023-12-25 16:46:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,2,0,1,0,False,True,1293297
15,2003603 leaves lock,2023-12-25 16:46:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,1,0,1,0,False,True,1293297
16,934524 enters lock,2023-12-25 17:18:15.524682,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,True,False,1293297
17,Closes entry A,2023-12-25 17:20:06.548381,,1293297,1,0,0,0,True,False,1293297
18,Opens entry B,2023-12-25 17:50:06.548381,,1293297,1,0,0,0,False,True,1293297
19,934524 leaves lock,2023-12-25 17:50:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,False,True,1293297
20,936841 enters lock,2023-12-26 00:25:15.125258,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,True,False,1293297
21,Closes entry A,2023-12-26 00:27:06.548381,,1293297,1,0,0,0,True,False,1293297
22,Opens entry B,2023-12-26 00:57:06.548381,,1293297,1,0,0,0,False,True,1293297
23,936841 leaves lock,2023-12-26 00:57:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,False,True,1293297
24,927645 enters lock,2024-01-02 19:08:15.429843,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,True,False,1293297
25,Closes entry A,2024-01-02 19:10:06.548381,,1293297,1,0,0,0,True,False,1293297
26,Opens entry B,2024-01-02 19:40:06.548381,,1293297,1,0,0,0,False,True,1293297
27,927645 leaves lock,2024-01-02 19:40:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,False,True,1293297
28,927645 enters lock,2024-01-02 19:40:35.524682,POINT (8.727098640198701 50.107853282428145),1293297,1,0,0,0,False,True,1293297
29,927645 leaves lock,2024-01-02 20:12:06.548381,POINT (8.727098640198701 50.107853282428145),1293297,1,0,0,0,True,False,1293297
30,Closes entry A,2024-01-02 21:34:06.548381,,1293297,0,0,0,1,True,False,1293297
31,Opens entry B,2024-01-02 22:04:06.548381,,1293297,0,0,0,1,False,True,1293297
32,459886 enters lock,2024-01-02 22:04:06.548381,POINT (8.727098640198701 50.107853282428145),1293297,1,0,0,0,False,True,1293297
33,459886 leaves lock,2024-01-02 22:36:06.548381,POINT (8.727098640198701 50.107853282428145),1293297,1,0,0,0,True,False,1293297
34,459886 enters lock,2024-01-02 22:36:35.524682,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,True,False,1293297
35,Closes entry A,2024-01-02 22:38:06.548381,,1293297,1,0,0,0,True,False,1293297
36,Opens entry B,2024-01-02 23:08:06.548381,,1293297,1,0,0,0,False,True,1293297
37,459886 leaves lock,2024-01-02 23:08:06.548381,POINT (8.72670225270478 50.107800066620094),1293297,1,0,0,0,False,True,1293297
0,663922 enters lock,2023-12-25 15:29:15.269505,POINT (7.526214770586178 47.652177292834786),1282583,1,0,0,0,True,False,1282583
1,Closes entry A,2023-12-25 15:30:15.269505,,1282583,1,0,0,0,True,False,1282583
2,Opens entry B,2023-12-25 16:00:15.269505,,1282583,1,0,0,0,False,True,1282583
3,663922 leaves lock,2023-12-25 16:00:15.269505,POINT (7.526214770586178 47.652177292834786),1282583,1,0,0,0,False,True,1282583
4,663922 enters lock,2023-12-25 16:00:55.065548,POINT (7.525972546373181 47.65249561253358),1282583,1,0,0,0,False,True,1282583
5,663922 leaves lock,2023-12-25 16:32:15.269505,POINT (7.525972546373181 47.65249561253358),1282583,1,0,0,0,True,False,1282583
0,Closes entry A,2023-12-25 16:39:42.968191,,39446,0,0,0,1,True,False,39446
1,Opens entry B,2023-12-25 17:09:42.968191,,39446,0,0,0,1,False,True,39446
